核销ID,订单ID,老人ID,核销时间,核销方式,操作人
V000439,O000439,E0201,2026-01-22 07:48,人脸识别,系统
V000440,O000440,E0163,2025-12-13 08:51,手工核销,操作员1
V000441,O000441,E0038,2026-04-01 12:06,刷卡,系统
V000442,O000442,E0207,2026-03-12 11:31,人脸识别,系统
V000443,O000443,E0078,2026-04-10 12:41,手工核销,操作员1
V000444,O000444,E0004,2026-01-27 12:54,手工核销,操作员4
V000445,O000445,E0273,2025-12-04 11:48,人脸识别,系统
V000446,O000446,E0050,2026-05-22 19:57,刷卡,系统
V000447,O000447,E0138,2026-02-04 11:17,人脸识别,系统
V000448,O000448,E0268,2026-03-25 06:58,人脸识别,系统
V000449,O000449,E0099,2026-01-05 13:21,刷卡,系统
V000450,O000450,E0073,2025-12-23 13:58,人脸识别,系统
V000451,O000451,E0221,2025-12-19 17:28,人脸识别,系统
V000452,O000452,E0037,2026-01-09 13:31,人脸识别,系统
V000453,O000453,E0168,2026-02-10 12:53,刷卡,系统
V000454,O000454,E0124,2026-04-23 12:48,人脸识别,系统
V000455,O000455,E0227,2025-12-27 12:19,人脸识别,系统
V000456,O000456,E0244,2026-03-17 19:30,刷卡,系统
V000457,O000457,E0159,2025-12-18 07:42,刷卡,系统
V000458,O000458,E0099,2026-01-05 13:40,人脸识别,系统
V000459,O000459,E0212,2025-12-08 07:07,人脸识别,系统
V000460,O000460,E0095,2026-04-08 11:42,人脸识别,系统
V000461,O000461,E0075,2025-12-01 12:35,人脸识别,系统
V000462,O000462,E0065,2026-02-02 08:50,手工核销,操作员4
V000463,O000463,E0086,2026-01-31 11:07,人脸识别,系统
V000464,O000464,E0146,2026-03-20 18:08,人脸识别,系统
V000465,O000465,E0295,2026-05-13 13:13,刷卡,系统
V000466,O000466,E0047,2025-12-07 07:45,刷卡,系统
V000467,O000467,E0156,2026-04-25 11:32,刷卡,系统
V000468,O000468,E0129,2025-12-16 06:57,刷卡,系统
V000469,O000469,E0149,2025-12-08 13:14,手工核销,操作员2
V000470,O000470,E0039,2025-12-24 12:29,人脸识别,系统
V000471,O000471,E0300,2026-03-08 07:29,人脸识别,系统
V000472,O000472,E0100,2026-04-09 19:39,手工核销,操作员4
V000473,O000473,E0036,2026-04-17 07:30,人脸识别,系统
V000474,O000474,E0269,2026-05-30 19:04,刷卡,系统
V000475,O000475,E0088,2026-05-28 19:18,人脸识别,系统
V000476,O000476,E0146,2025-12-14 17:47,人脸识别,系统
V000477,O000477,E0153,2025-12-22 11:41,手工核销,操作员2
V000478,O000478,E0194,2026-02-04 17:10,人脸识别,系统
V000479,O000479,E0145,2026-02-20 17:36,手工核销,操作员3
V000480,O000480,E0199,2026-03-03 08:09,人脸识别,系统
V000481,O000481,E0031,2026-05-30 13:47,人脸识别,系统
V000482,O000482,E0105,2025-12-25 08:35,人脸识别,系统
V000483,O000483,E0078,2026-03-11 13:32,人脸识别,系统
V000484,O000484,E0031,2026-01-18 13:23,人脸识别,系统
V000485,O000485,E0096,2026-02-28 12:14,人脸识别,系统
V000486,O000486,E0070,2026-01-06 19:28,刷卡,系统
V000487,O000487,E0048,2026-05-26 07:38,人脸识别,系统
V000488,O000488,E0140,2026-05-10 18:26,手工核销,操作员2
V000489,O000489,E0220,2026-04-29 06:19,刷卡,系统
V000490,O000490,E0174,2026-02-08 13:35,刷卡,系统
V000491,O000491,E0270,2026-01-02 08:13,刷卡,系统
V000492,O000492,E0168,2025-12-28 13:36,人脸识别,系统
V000493,O000493,E0152,2026-02-26 19:48,刷卡,系统
V000494,O000494,E0195,2025-12-04 13:35,人脸识别,系统
V000495,O000495,E0033,2026-02-04 13:36,人脸识别,系统
V000496,O000496,E0155,2026-02-15 19:23,人脸识别,系统
V000497,O000497,E0278,2026-03-20 08:48,刷卡,系统
V000498,O000498,E0264,2026-01-18 19:42,刷卡,系统
V000499,O000499,E0105,2025-12-25 07:35,人脸识别,系统
V000500,O000500,E0002,2026-04-18 08:57,人脸识别,系统
V000501,O000501,E0225,2026-01-04 06:57,人脸识别,系统
V000502,O000502,E0108,2026-05-16 17:28,刷卡,系统
V000503,O000503,E0154,2026-04-17 06:14,人脸识别,系统
V000504,O000504,E0236,2026-02-12 19:38,人脸识别,系统
V000505,O000505,E0239,2025-12-29 17:04,人脸识别,系统
V000506,O000506,E0169,2026-04-30 11:45,人脸识别,系统
V000507,O000507,E0293,2026-01-03 11:32,人脸识别,系统
V000508,O000508,E0201,2026-04-03 19:38,人脸识别,系统
V000509,O000509,E0142,2026-03-21 12:44,人脸识别,系统
V000510,O000510,E0289,2026-01-01 06:44,人脸识别,系统
V000511,O000511,E0148,2025-12-16 13:00,人脸识别,系统
V000512,O000512,E0060,2026-02-06 18:46,人脸识别,系统
V000513,O000513,E0107,2026-01-23 17:33,人脸识别,系统
V000514,O000514,E0256,2026-04-03 13:39,人脸识别,系统
V000515,O000515,E0024,2026-05-05 08:56,刷卡,系统
V000516,O000516,E0237,2026-03-22 17:07,刷卡,系统
V000517,O000517,E0104,2026-01-29 07:23,人脸识别,系统
V000518,O000518,E0198,2026-02-16 19:45,人脸识别,系统
V000519,O000519,E0217,2026-02-14 07:53,人脸识别,系统
V000520,O000520,E0002,2026-01-29 18:22,手工核销,操作员4
V000521,O000521,E0120,2025-12-26 17:35,手工核销,操作员1
V000522,O000522,E0029,2026-03-22 11:12,人脸识别,系统
V000523,O000523,E0080,2026-02-18 06:36,刷卡,系统
V000524,O000524,E0224,2026-03-28 13:45,人脸识别,系统
V000525,O000525,E0250,2025-12-29 13:17,刷卡,系统
V000526,O000526,E0241,2025-12-02 13:09,人脸识别,系统
V000527,O000527,E0059,2025-12-23 12:58,人脸识别,系统
V000528,O000528,E0038,2026-01-15 13:03,人脸识别,系统
V000529,O000529,E0194,2026-02-11 12:06,人脸识别,系统
V000530,O000530,E0146,2026-01-23 19:35,人脸识别,系统
V000531,O000531,E0118,2026-02-09 12:21,人脸识别,系统
V000532,O000532,E0041,2026-04-04 13:42,人脸识别,系统
V000533,O000533,E0230,2026-02-19 13:42,人脸识别,系统
V000534,O000534,E0089,2025-12-09 17:11,人脸识别,系统
V000535,O000535,E0017,2026-02-08 12:23,刷卡,系统
V000536,O000536,E0148,2026-05-21 13:46,人脸识别,系统
V000537,O000537,E0275,2026-02-22 08:36,刷卡,系统
V000538,O000538,E0076,2026-02-12 17:07,人脸识别,系统
V000539,O000539,E0157,2026-02-11 17:19,人脸识别,系统
V000540,O000540,E0264,2025-12-12 13:42,人脸识别,系统
V000541,O000541,E0232,2026-01-01 08:17,人脸识别,系统
V000542,O000542,E0162,2026-05-11 13:24,刷卡,系统
V000543,O000543,E0116,2026-02-21 18:49,人脸识别,系统
V000544,O000544,E0157,2026-01-02 11:22,人脸识别,系统
V000545,O000545,E0192,2026-02-02 08:37,人脸识别,系统
V000546,O000546,E0115,2026-01-17 13:17,手工核销,操作员5
V000547,O000547,E0077,2025-12-16 17:50,刷卡,系统
V000548,O000548,E0056,2026-05-27 06:45,刷卡,系统
V000549,O000549,E0268,2026-03-24 13:10,人脸识别,系统
V000550,O000550,E0168,2026-04-30 11:58,刷卡,系统
V000551,O000551,E0241,2025-12-26 12:38,刷卡,系统
V000552,O000552,E0168,2026-01-23 11:13,人脸识别,系统
V000553,O000553,E0174,2026-05-21 13:47,人脸识别,系统
V000554,O000554,E0160,2026-01-06 08:21,刷卡,系统
V000555,O000555,E0173,2025-12-09 13:44,刷卡,系统
V000556,O000556,E0026,2025-12-13 12:37,人脸识别,系统
V000557,O000557,E0293,2026-01-29 08:54,人脸识别,系统
V000558,O000558,E0075,2026-03-16 11:14,人脸识别,系统
V000559,O000559,E0254,2026-04-05 12:04,刷卡,系统
V000560,O000560,E0084,2026-02-18 12:48,刷卡,系统
V000561,O000561,E0186,2026-04-07 11:04,人脸识别,系统
V000562,O000562,E0147,2026-04-09 13:56,刷卡,系统
V000563,O000563,E0081,2026-01-29 11:49,刷卡,系统
V000564,O000564,E0261,2026-03-25 11:41,人脸识别,系统
V000565,O000565,E0284,2026-01-12 19:18,人脸识别,系统
V000566,O000566,E0008,2025-12-27 12:33,人脸识别,系统
V000567,O000567,E0124,2026-04-03 11:52,人脸识别,系统
V000568,O000568,E0126,2026-04-18 07:15,手工核销,操作员2
V000569,O000569,E0119,2026-01-16 08:20,人脸识别,系统
V000570,O000570,E0161,2026-02-01 07:44,刷卡,系统
V000571,O000571,E0076,2026-04-14 18:31,人脸识别,系统
V000572,O000572,E0152,2026-03-04 11:52,人脸识别,系统
V000573,O000573,E0230,2026-04-02 11:53,人脸识别,系统
V000574,O000574,E0178,2025-12-31 17:18,人脸识别,系统
V000575,O000575,E0092,2026-01-24 08:23,人脸识别,系统
V000576,O000576,E0288,2026-05-02 11:34,人脸识别,系统
V000577,O000577,E0100,2025-12-30 13:17,人脸识别,系统
V000578,O000578,E0278,2026-01-05 11:56,人脸识别,系统
V000579,O000579,E0234,2025-12-04 13:13,手工核销,操作员3
V000580,O000580,E0196,2026-04-21 12:21,人脸识别,系统
V000581,O000581,E0021,2025-12-29 12:38,刷卡,系统
V000582,O000582,E0259,2026-05-04 18:29,人脸识别,系统
V000583,O000583,E0255,2026-03-27 17:11,人脸识别,系统
V000584,O000584,E0271,2026-05-27 18:48,刷卡,系统
V000585,O000585,E0286,2026-01-05 19:11,人脸识别,系统
V000586,O000586,E0204,2025-12-06 12:29,手工核销,操作员4
V000587,O000587,E0019,2025-12-21 12:02,人脸识别,系统
V000588,O000588,E0129,2026-01-07 12:54,人脸识别,系统
V000589,O000589,E0210,2026-02-13 19:39,手工核销,操作员4
V000590,O000590,E0009,2026-05-27 11:31,刷卡,系统
V000591,O000591,E0061,2026-04-05 07:26,手工核销,操作员1
V000592,O000592,E0278,2026-01-06 18:27,人脸识别,系统
V000593,O000593,E0283,2026-03-30 18:17,人脸识别,系统
V000594,O000594,E0213,2026-04-26 18:52,人脸识别,系统
V000595,O000595,E0106,2026-03-28 07:52,手工核销,操作员2
V000596,O000596,E0123,2025-12-01 11:24,手工核销,操作员3
V000597,O000597,E0016,2026-05-17 11:14,人脸识别,系统
V000598,O000598,E0168,2026-01-24 13:50,人脸识别,系统
V000599,O000599,E0136,2026-05-03 06:44,刷卡,系统
V000600,O000600,E0235,2026-05-20 12:47,刷卡,系统
V000601,O000601,E0161,2026-01-28 08:26,刷卡,系统
V000602,O000602,E0132,2026-01-20 11:14,人脸识别,系统
V000603,O000603,E0174,2026-03-17 18:29,人脸识别,系统
V000604,O000604,E0290,2025-12-24 18:10,人脸识别,系统
V000605,O000605,E0180,2025-12-08 06:58,人脸识别,系统
V000606,O000606,E0158,2025-12-25 11:44,人脸识别,系统
V000607,O000607,E0187,2026-04-21 07:52,人脸识别,系统
V000608,O000608,E0209,2026-03-07 07:13,人脸识别,系统
V000609,O000609,E0089,2025-12-07 19:44,刷卡,系统
V000610,O000610,E0053,2025-12-18 18:27,人脸识别,系统
V000611,O000611,E0240,2025-12-12 18:07,手工核销,操作员5
V000612,O000612,E0045,2025-12-02 13:10,人脸识别,系统
V000613,O000613,E0027,2026-05-27 18:13,人脸识别,系统
V000614,O000614,E0085,2026-03-03 07:50,人脸识别,系统
V000615,O000615,E0278,2026-04-28 13:46,人脸识别,系统
V000616,O000616,E0177,2025-12-07 08:21,人脸识别,系统
V000617,O000617,E0274,2025-12-12 18:24,手工核销,操作员2
V000618,O000618,E0005,2026-02-22 12:09,手工核销,操作员2
V000619,O000619,E0257,2026-01-26 07:35,人脸识别,系统
V000620,O000620,E0099,2026-02-16 12:38,人脸识别,系统
V000621,O000621,E0047,2025-12-22 07:23,刷卡,系统
V000622,O000622,E0299,2025-12-23 06:05,人脸识别,系统
V000623,O000623,E0256,2025-12-30 06:32,人脸识别,系统
V000624,O000624,E0045,2026-03-21 08:21,人脸识别,系统
V000625,O000625,E0162,2026-01-27 11:19,人脸识别,系统
V000626,O000626,E0272,2026-03-05 13:10,人脸识别,系统
V000627,O000627,E0235,2026-01-21 11:50,人脸识别,系统
V000628,O000628,E0196,2026-01-25 12:34,人脸识别,系统
V000629,O000629,E0142,2025-12-10 17:34,人脸识别,系统
V000630,O000630,E0076,2026-04-26 11:00,人脸识别,系统
V000631,O000631,E0281,2026-04-26 12:41,人脸识别,系统
V000632,O000632,E0019,2026-03-18 12:25,手工核销,操作员5
V000633,O000633,E0262,2026-02-25 11:13,刷卡,系统
V000634,O000634,E0148,2026-05-21 17:48,手工核销,操作员3
V000635,O000635,E0225,2026-02-22 13:01,人脸识别,系统
V000636,O000636,E0243,2025-12-04 08:45,刷卡,系统
V000637,O000637,E0219,2025-12-22 13:04,刷卡,系统
V000638,O000638,E0281,2026-03-22 11:38,刷卡,系统
V000639,O000639,E0190,2026-04-20 12:14,刷卡,系统
V000640,O000640,E0220,2026-02-05 17:20,人脸识别,系统
V000641,O000641,E0297,2026-04-19 18:28,人脸识别,系统
V000642,O000642,E0254,2026-03-03 07:50,人脸识别,系统
V000643,O000643,E0062,2026-03-05 13:20,刷卡,系统
V000644,O000644,E0181,2026-01-10 17:37,人脸识别,系统
V000645,O000645,E0065,2026-05-13 13:51,刷卡,系统
V000646,O000646,E0017,2025-12-02 12:35,手工核销,操作员4
V000647,O000647,E0103,2025-12-22 12:13,人脸识别,系统
V000648,O000648,E0032,2026-04-29 12:32,刷卡,系统
V000649,O000649,E0102,2026-01-10 19:22,手工核销,操作员1
V000650,O000650,E0050,2026-03-05 19:07,手工核销,操作员2
V000651,O000651,E0157,2026-03-26 17:19,刷卡,系统
V000652,O000652,E0007,2026-03-30 13:37,人脸识别,系统
V000653,O000653,E0058,2025-12-10 19:46,人脸识别,系统
V000654,O000654,E0186,2026-03-03 06:37,人脸识别,系统
V000655,O000655,E0206,2026-01-04 11:46,手工核销,操作员1
V000656,O000656,E0007,2026-05-27 07:00,刷卡,系统
V000657,O000657,E0179,2025-12-09 13:41,人脸识别,系统
V000658,O000658,E0098,2026-03-28 08:03,手工核销,操作员1
V000659,O000659,E0231,2026-03-06 17:13,人脸识别,系统
V000660,O000660,E0013,2026-01-28 18:21,刷卡,系统
V000661,O000661,E0006,2025-12-26 07:11,刷卡,系统
V000662,O000662,E0279,2025-12-10 19:24,人脸识别,系统
V000663,O000663,E0232,2025-12-25 18:51,人脸识别,系统
V000664,O000664,E0179,2026-05-22 12:47,人脸识别,系统
V000665,O000665,E0261,2025-12-11 07:56,刷卡,系统
V000666,O000666,E0080,2026-03-11 19:51,人脸识别,系统
V000667,O000667,E0210,2025-12-09 19:06,人脸识别,系统
V000668,O000668,E0225,2026-04-14 12:06,手工核销,操作员1
V000669,O000669,E0051,2026-02-09 13:55,人脸识别,系统
V000670,O000670,E0173,2026-05-11 11:38,刷卡,系统
V000671,O000671,E0097,2026-02-21 18:05,人脸识别,系统
V000672,O000672,E0152,2025-12-20 13:18,人脸识别,系统
V000673,O000673,E0036,2026-03-24 06:46,手工核销,操作员5
V000674,O000674,E0012,2026-02-27 17:57,人脸识别,系统
V000675,O000675,E0194,2025-12-05 07:22,人脸识别,系统
V000676,O000676,E0192,2026-03-22 19:53,人脸识别,系统
V000677,O000677,E0167,2026-01-24 11:09,人脸识别,系统
V000678,O000678,E0264,2026-02-27 11:43,手工核销,操作员4
V000679,O000679,E0088,2025-12-15 08:07,人脸识别,系统
V000680,O000680,E0259,2026-05-25 17:35,人脸识别,系统
V000681,O000681,E0202,2025-12-04 19:06,手工核销,操作员3
V000682,O000682,E0217,2026-02-16 19:54,人脸识别,系统
V000683,O000683,E0055,2026-03-30 13:02,刷卡,系统
V000684,O000684,E0021,2026-03-23 07:07,刷卡,系统
V000685,O000685,E0077,2025-12-21 13:12,人脸识别,系统
V000686,O000686,E0140,2026-04-16 11:30,人脸识别,系统
V000687,O000687,E0219,2025-12-09 11:12,刷卡,系统
V000688,O000688,E0142,2026-03-17 19:25,人脸识别,系统
V000689,O000689,E0129,2026-05-12 11:47,人脸识别,系统
V000690,O000690,E0094,2026-03-22 17:47,刷卡,系统
V000691,O000691,E0284,2026-03-27 18:01,刷卡,系统
V000692,O000692,E0249,2026-05-28 06:02,手工核销,操作员5
V000693,O000693,E0272,2026-04-07 18:14,人脸识别,系统
V000694,O000694,E0095,2026-03-12 12:48,人脸识别,系统
V000695,O000695,E0088,2026-02-16 17:01,手工核销,操作员3
V000696,O000696,E0290,2025-12-03 11:58,刷卡,系统
V000697,O000697,E0256,2025-12-06 12:16,刷卡,系统
V000698,O000698,E0266,2026-02-20 10:37,刷卡,系统
V000699,O000699,E0127,2026-02-24 17:10,人脸识别,系统
V000700,O000700,E0231,2026-02-20 17:04,人脸识别,系统
V000701,O000701,E0262,2026-01-20 08:05,刷卡,系统
V000702,O000702,E0211,2026-02-04 17:02,刷卡,系统
V000703,O000703,E0037,2026-03-06 13:22,手工核销,操作员1
V000704,O000704,E0118,2026-04-24 17:31,手工核销,操作员5
V000705,O000705,E0216,2025-12-12 07:03,人脸识别,系统
V000706,O000706,E0115,2025-12-09 11:46,刷卡,系统
V000707,O000707,E0160,2026-04-20 12:28,刷卡,系统
V000708,O000708,E0252,2026-03-11 07:16,人脸识别,系统
V000709,O000709,E0038,2026-05-07 11:30,人脸识别,系统
V000710,O000710,E0101,2025-12-31 13:34,人脸识别,系统
V000711,O000711,E0079,2025-12-28 13:47,人脸识别,系统
V000712,O000712,E0086,2026-02-01 12:20,刷卡,系统
V000713,O000713,E0141,2026-05-05 19:22,刷卡,系统
V000714,O000714,E0138,2026-01-28 11:47,刷卡,系统
V000715,O000715,E0246,2025-12-10 12:30,人脸识别,系统
V000716,O000716,E0170,2026-02-27 13:56,刷卡,系统
V000717,O000717,E0090,2026-04-03 12:52,手工核销,操作员5
V000718,O000718,E0017,2026-03-10 19:00,手工核销,操作员5
V000719,O000719,E0155,2026-02-28 18:52,人脸识别,系统
V000720,O000720,E0092,2025-12-26 07:10,人脸识别,系统
V000721,O000721,E0280,2026-02-15 11:00,手工核销,操作员5
V000722,O000722,E0223,2025-12-17 17:06,人脸识别,系统
V000723,O000723,E0279,2026-05-17 17:40,刷卡,系统
V000724,O000724,E0061,2026-02-06 13:12,手工核销,操作员2
V000725,O000725,E0269,2025-12-23 07:53,人脸识别,系统
V000726,O000726,E0299,2026-05-12 12:19,人脸识别,系统
V000727,O000727,E0254,2025-12-09 06:05,人脸识别,系统
V000728,O000728,E0240,2026-01-14 18:29,手工核销,操作员4
V000729,O000729,E0137,2026-05-14 07:48,刷卡,系统
V000730,O000730,E0282,2025-12-14 08:51,人脸识别,系统
V000731,O000731,E0051,2026-02-13 13:05,人脸识别,系统
V000732,O000732,E0026,2025-12-27 11:33,人脸识别,系统
V000733,O000733,E0013,2026-04-20 11:34,手工核销,操作员4
V000734,O000734,E0175,2026-04-19 12:19,人脸识别,系统
V000735,O000735,E0099,2025-12-09 18:37,人脸识别,系统
V000736,O000736,E0130,2026-03-02 12:29,手工核销,操作员3
V000737,O000737,E0217,2026-02-15 11:50,刷卡,系统
V000738,O000738,E0129,2026-02-22 13:32,人脸识别,系统
V000739,O000739,E0200,2026-02-15 11:53,手工核销,操作员2
V000740,O000740,E0004,2026-05-04 12:23,人脸识别,系统
V000741,O000741,E0258,2025-12-29 12:30,人脸识别,系统
V000742,O000742,E0296,2025-12-24 19:15,人脸识别,系统
V000743,O000743,E0195,2026-02-11 13:39,手工核销,操作员3
V000744,O000744,E0247,2026-02-26 19:15,人脸识别,系统
V000745,O000745,E0292,2026-03-16 13:26,刷卡,系统
V000746,O000746,E0141,2026-04-26 12:35,人脸识别,系统
V000747,O000747,E0145,2026-01-07 12:21,手工核销,操作员2
V000748,O000748,E0247,2026-03-05 13:14,人脸识别,系统
V000749,O000749,E0129,2026-01-08 11:45,手工核销,操作员4
V000750,O000750,E0006,2025-12-22 11:00,刷卡,系统
V000751,O000751,E0079,2025-12-07 08:53,刷卡,系统
V000752,O000752,E0076,2026-05-09 11:27,刷卡,系统
V000753,O000753,E0137,2026-03-20 12:32,人脸识别,系统
V000754,O000754,E0280,2026-03-22 18:35,刷卡,系统
V000755,O000755,E0156,2026-05-23 17:14,人脸识别,系统
V000756,O000756,E0285,2026-01-21 11:30,人脸识别,系统
V000757,O000757,E0204,2025-12-14 13:56,人脸识别,系统
V000758,O000758,E0168,2026-01-04 08:05,手工核销,操作员1
V000759,O000759,E0158,2025-12-14 11:03,人脸识别,系统
V000760,O000760,E0051,2026-02-16 19:57,人脸识别,系统
V000761,O000761,E0102,2026-01-30 06:19,人脸识别,系统
V000762,O000762,E0254,2026-03-21 13:03,手工核销,操作员1
V000763,O000763,E0238,2025-12-20 18:09,手工核销,操作员1
V000764,O000764,E0078,2026-05-26 17:06,人脸识别,系统
V000765,O000765,E0289,2025-12-09 19:26,人脸识别,系统
V000766,O000766,E0050,2025-12-19 19:56,手工核销,操作员1
V000767,O000767,E0282,2025-12-26 17:05,人脸识别,系统
V000768,O000768,E0092,2026-03-15 07:54,人脸识别,系统
V000769,O000769,E0230,2026-05-05 13:30,人脸识别,系统
V000770,O000770,E0169,2026-02-18 13:35,手工核销,操作员1
V000771,O000771,E0123,2025-12-26 12:26,人脸识别,系统
V000772,O000772,E0223,2026-05-15 17:12,人脸识别,系统
V000773,O000773,E0139,2026-01-09 13:10,人脸识别,系统
V000774,O000774,E0089,2025-12-25 07:52,刷卡,系统
V000775,O000775,E0129,2026-03-09 13:08,手工核销,操作员2
V000776,O000776,E0194,2026-03-28 13:07,人脸识别,系统
V000777,O000777,E0007,2026-02-07 19:09,刷卡,系统
