订单ID,老人ID,餐品ID,下单日期,餐次,餐品单价,补贴抵扣,自付金额,订单来源,订餐渠道,退餐原因
O000306,E0124,M010,2026-01-14,午餐,10,6.7,3.3,老人主动选择,电话订餐,
O000307,E0266,M014,2026-03-06,午餐,8,3.3,4.7,食堂替换餐品,电话订餐,
O000308,E0129,M012,2026-01-12,晚餐,15,15.0,0.0,老人主动选择,小程序,
O000309,E0256,M009,2026-03-08,晚餐,8,8.0,0.0,老人主动选择,小程序,
O000310,E0140,M023,2025-12-01,午餐,12,6.7,5.3,老人主动选择,现场点餐,
O000311,E0281,M019,2026-04-10,早餐,15,15.0,0.0,老人主动选择,小程序,
O000312,E0203,M012,2026-03-01,午餐,8,3.3,4.7,老人主动选择,小程序,
O000313,E0076,M013,2026-01-13,午餐,10,6.7,3.3,老人主动选择,电话订餐,
O000314,E0003,M023,2026-04-14,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O000315,E0165,M013,2025-12-10,午餐,10,10.0,0.0,老人主动选择,电话订餐,
O000316,E0026,M017,2026-04-16,晚餐,8,6.7,1.3,老人主动选择,电话订餐,
O000317,E0019,M002,2025-12-30,晚餐,15,13.3,1.7,家属代订,电话订餐,
O000318,E0240,M020,2026-04-25,早餐,12,12.0,0.0,家属代订,电话订餐,
O000319,E0233,M023,2026-01-25,午餐,10,6.7,3.3,老人主动选择,社区代办,
O000320,E0296,M009,2025-12-06,晚餐,10,6.7,3.3,食堂替换餐品,电话订餐,
O000321,E0156,M021,2025-12-31,晚餐,15,13.3,1.7,家属代订,电话订餐,
O000322,E0030,M008,2026-05-27,午餐,8,8.0,0.0,食堂替换餐品,小程序,
O000323,E0271,M007,2026-02-27,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O000324,E0138,M005,2025-12-01,午餐,8,6.7,1.3,家属代订,小程序,
O000325,E0103,M029,2026-03-20,午餐,8,8.0,0.0,老人主动选择,电话订餐,
O000326,E0231,M019,2026-02-20,午餐,8,3.3,4.7,家属代订,小程序,
O000327,E0206,M003,2025-12-19,晚餐,15,3.3,11.7,老人主动选择,电话订餐,
O000328,E0158,M013,2025-12-23,午餐,8,8.0,0.0,老人主动选择,小程序,
O000329,E0006,M006,2025-12-20,早餐,12,3.3,8.7,老人主动选择,现场点餐,
O000330,E0157,M026,2026-02-02,晚餐,15,6.7,8.3,家属代订,小程序,糖分过高
O000331,E0013,M011,2026-01-22,晚餐,10,10.0,0.0,家属代订,电话订餐,
O000332,E0046,M004,2025-12-16,晚餐,15,3.3,11.7,老人主动选择,现场点餐,重复下单
O000333,E0255,M003,2025-12-17,午餐,10,6.7,3.3,老人主动选择,小程序,
O000334,E0008,M004,2025-12-06,晚餐,12,6.7,5.3,食堂替换餐品,小程序,
O000335,E0169,M003,2026-03-28,早餐,8,3.3,4.7,食堂替换餐品,电话订餐,糖分过高
O000336,E0124,M013,2026-02-11,午餐,8,6.7,1.3,家属代订,社区代办,
O000337,E0047,M015,2025-12-05,午餐,8,6.7,1.3,家属代订,小程序,盐分过高
O000338,E0152,M012,2026-03-01,午餐,8,3.3,4.7,老人主动选择,小程序,
O000339,E0257,M015,2025-12-06,午餐,15,15.0,0.0,老人主动选择,电话订餐,
O000340,E0151,M026,2026-03-19,晚餐,12,3.3,8.7,老人主动选择,小程序,
O000341,E0063,M011,2026-01-09,午餐,10,10.0,0.0,老人主动选择,电话订餐,
O000342,E0072,M011,2026-03-01,午餐,15,13.3,1.7,家属代订,现场点餐,
O000343,E0028,M013,2026-02-04,早餐,8,8.0,0.0,老人主动选择,小程序,
O000344,E0053,M012,2026-04-16,早餐,8,3.3,4.7,老人主动选择,现场点餐,
O000345,E0055,M006,2025-12-11,早餐,8,6.7,1.3,老人主动选择,电话订餐,
O000346,E0169,M029,2026-04-27,晚餐,10,3.3,6.7,老人主动选择,社区代办,
O000347,E0252,M023,2026-03-26,晚餐,10,6.7,3.3,家属代订,社区代办,
O000348,E0046,M020,2025-12-14,晚餐,15,3.3,11.7,老人主动选择,电话订餐,过于油腻
O000349,E0029,M019,2026-01-27,早餐,12,12.0,0.0,老人主动选择,电话订餐,
O000350,E0167,M019,2026-05-03,午餐,10,6.7,3.3,家属代订,现场点餐,
O000351,E0102,M027,2026-01-07,早餐,15,3.3,11.7,老人主动选择,小程序,
O000352,E0199,M003,2026-03-04,晚餐,10,10.0,0.0,老人主动选择,小程序,
O000353,E0075,M016,2026-01-05,午餐,15,13.3,1.7,家属代订,社区代办,
O000354,E0136,M009,2025-12-06,早餐,8,3.3,4.7,老人主动选择,电话订餐,
O000355,E0259,M027,2026-04-10,午餐,10,3.3,6.7,家属代订,小程序,
O000356,E0179,M027,2026-02-03,午餐,8,3.3,4.7,家属代订,现场点餐,
O000357,E0203,M014,2026-04-03,午餐,12,3.3,8.7,老人主动选择,电话订餐,
O000358,E0066,M030,2026-03-27,午餐,8,6.7,1.3,老人主动选择,小程序,
O000359,E0069,M028,2025-12-18,晚餐,12,6.7,5.3,食堂替换餐品,小程序,
O000360,E0256,M003,2026-04-30,晚餐,10,10.0,0.0,老人主动选择,小程序,
O000361,E0211,M003,2026-03-06,午餐,12,3.3,8.7,食堂替换餐品,社区代办,
O000362,E0056,M024,2026-05-06,午餐,8,6.7,1.3,老人主动选择,社区代办,送餐太晚
O000363,E0290,M020,2025-12-28,晚餐,10,10.0,0.0,家属代订,小程序,
O000364,E0053,M007,2026-04-07,午餐,15,3.3,11.7,家属代订,现场点餐,
O000365,E0019,M019,2026-01-05,早餐,10,10.0,0.0,食堂替换餐品,电话订餐,
O000366,E0273,M024,2026-02-08,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O000367,E0061,M003,2026-03-05,早餐,8,6.7,1.3,老人主动选择,小程序,
O000368,E0040,M021,2026-04-13,早餐,10,6.7,3.3,老人主动选择,电话订餐,
O000369,E0141,M001,2026-05-11,早餐,15,13.3,1.7,食堂替换餐品,小程序,
O000370,E0089,M012,2026-01-13,早餐,8,3.3,4.7,老人主动选择,小程序,
O000371,E0140,M021,2026-01-13,早餐,12,6.7,5.3,食堂替换餐品,小程序,
O000372,E0237,M006,2025-12-27,早餐,15,3.3,11.7,老人主动选择,小程序,
O000373,E0264,M007,2026-03-10,午餐,12,3.3,8.7,老人主动选择,社区代办,
O000374,E0082,M002,2026-01-21,午餐,10,6.7,3.3,老人主动选择,社区代办,
O000375,E0266,M018,2026-05-19,早餐,15,3.3,11.7,家属代订,现场点餐,
O000376,E0026,M030,2025-12-25,午餐,8,6.7,1.3,家属代订,小程序,
O000377,E0125,M025,2026-02-12,午餐,8,3.3,4.7,老人主动选择,电话订餐,
O000378,E0278,M015,2026-01-08,早餐,12,6.7,5.3,食堂替换餐品,电话订餐,
O000379,E0153,M015,2025-12-25,午餐,8,8.0,0.0,老人主动选择,小程序,
O000380,E0149,M010,2025-12-14,午餐,10,3.3,6.7,家属代订,小程序,
O000381,E0103,M017,2026-04-18,午餐,10,10.0,0.0,家属代订,电话订餐,
O000382,E0092,M018,2026-03-23,午餐,12,12.0,0.0,老人主动选择,小程序,
O000383,E0202,M018,2025-12-03,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O000384,E0118,M029,2026-03-25,午餐,8,3.3,4.7,老人主动选择,现场点餐,
O000385,E0129,M015,2025-12-22,晚餐,10,10.0,0.0,老人主动选择,小程序,
O000386,E0207,M026,2025-12-04,午餐,15,6.7,8.3,食堂替换餐品,电话订餐,
O000387,E0121,M023,2026-04-15,午餐,10,6.7,3.3,食堂替换餐品,小程序,
O000388,E0020,M006,2025-12-14,午餐,10,6.7,3.3,家属代订,小程序,
O000389,E0111,M009,2025-12-14,晚餐,15,15.0,0.0,家属代订,小程序,
O000390,E0168,M011,2025-12-16,早餐,15,6.7,8.3,老人主动选择,现场点餐,过于油腻
O000391,E0002,M015,2026-05-09,午餐,8,6.7,1.3,老人主动选择,小程序,
O000392,E0136,M023,2026-02-02,午餐,12,3.3,8.7,家属代订,电话订餐,
O000393,E0108,M003,2025-12-16,午餐,12,12.0,0.0,家属代订,小程序,
O000394,E0220,M019,2026-01-21,晚餐,10,10.0,0.0,家属代订,小程序,
O000395,E0003,M001,2025-12-19,晚餐,12,6.7,5.3,家属代订,小程序,其他原因
O000396,E0128,M024,2026-02-07,早餐,10,3.3,6.7,老人主动选择,电话订餐,
O000397,E0202,M017,2026-04-19,午餐,15,3.3,11.7,老人主动选择,电话订餐,
O000398,E0297,M011,2026-03-03,晚餐,10,10.0,0.0,家属代订,现场点餐,
O000399,E0027,M030,2025-12-05,午餐,8,8.0,0.0,老人主动选择,小程序,
O000400,E0256,M018,2026-01-11,午餐,10,10.0,0.0,家属代订,小程序,
O000401,E0198,M011,2025-12-17,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O000402,E0260,M028,2026-03-21,午餐,8,6.7,1.3,老人主动选择,小程序,盐分过高
O000403,E0076,M007,2026-02-10,晚餐,8,6.7,1.3,老人主动选择,小程序,
O000404,E0287,M001,2026-03-14,午餐,12,12.0,0.0,家属代订,小程序,
O000405,E0300,M012,2026-03-04,午餐,15,15.0,0.0,家属代订,现场点餐,
O000406,E0148,M004,2025-12-10,午餐,15,6.7,8.3,老人主动选择,电话订餐,
O000407,E0130,M025,2025-12-16,晚餐,8,3.3,4.7,老人主动选择,小程序,
O000408,E0245,M008,2026-04-23,午餐,15,6.7,8.3,老人主动选择,电话订餐,
O000409,E0024,M015,2026-01-11,午餐,10,6.7,3.3,老人主动选择,现场点餐,
O000410,E0249,M011,2025-12-03,晚餐,15,3.3,11.7,老人主动选择,小程序,
O000411,E0289,M030,2026-04-30,午餐,8,3.3,4.7,老人主动选择,小程序,
O000412,E0206,M029,2026-03-31,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O000413,E0224,M008,2026-05-05,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O000414,E0092,M012,2026-05-22,午餐,12,12.0,0.0,老人主动选择,小程序,
O000415,E0206,M003,2025-12-24,早餐,8,3.3,4.7,老人主动选择,现场点餐,
O000416,E0187,M021,2025-12-19,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O000417,E0233,M004,2026-02-13,晚餐,10,6.7,3.3,老人主动选择,现场点餐,
O000418,E0017,M027,2026-01-09,午餐,10,10.0,0.0,食堂替换餐品,小程序,
O000419,E0284,M012,2026-01-15,晚餐,8,6.7,1.3,老人主动选择,小程序,
O000420,E0017,M008,2026-01-09,午餐,8,8.0,0.0,家属代订,电话订餐,
O000421,E0115,M027,2026-01-31,晚餐,10,6.7,3.3,老人主动选择,电话订餐,临时外出
O000422,E0039,M023,2025-12-18,午餐,15,6.7,8.3,家属代订,小程序,
O000423,E0297,M030,2026-04-19,早餐,8,8.0,0.0,食堂替换餐品,现场点餐,
O000424,E0040,M023,2026-04-21,午餐,15,6.7,8.3,老人主动选择,电话订餐,盐分过高
O000425,E0250,M010,2025-12-26,午餐,12,6.7,5.3,家属代订,现场点餐,
O000426,E0174,M026,2026-03-18,午餐,12,3.3,8.7,老人主动选择,小程序,
O000427,E0197,M023,2025-12-11,午餐,12,6.7,5.3,老人主动选择,现场点餐,
O000428,E0188,M001,2026-03-14,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O000429,E0089,M013,2026-05-04,午餐,10,3.3,6.7,老人主动选择,小程序,
O000430,E0156,M007,2026-04-13,午餐,8,8.0,0.0,老人主动选择,小程序,
O000431,E0242,M020,2026-02-26,晚餐,12,3.3,8.7,老人主动选择,小程序,
O000432,E0279,M028,2026-03-25,晚餐,10,6.7,3.3,老人主动选择,电话订餐,
O000433,E0078,M003,2026-01-02,午餐,12,6.7,5.3,家属代订,小程序,
O000434,E0133,M029,2026-03-28,午餐,8,8.0,0.0,老人主动选择,社区代办,
O000435,E0233,M016,2026-02-18,午餐,12,6.7,5.3,老人主动选择,现场点餐,
O000436,E0288,M012,2026-05-27,晚餐,12,6.7,5.3,老人主动选择,现场点餐,
O000437,E0129,M029,2025-12-12,晚餐,15,15.0,0.0,老人主动选择,电话订餐,
O000438,E0271,M005,2026-03-05,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O000439,E0201,M018,2026-01-22,早餐,15,3.3,11.7,老人主动选择,小程序,
O000440,E0163,M008,2025-12-13,早餐,15,6.7,8.3,老人主动选择,电话订餐,
O000441,E0038,M012,2026-04-01,午餐,12,3.3,8.7,老人主动选择,小程序,
O000442,E0207,M028,2026-03-12,午餐,12,6.7,5.3,食堂替换餐品,小程序,
O000443,E0078,M025,2026-04-10,午餐,15,6.7,8.3,老人主动选择,小程序,
O000444,E0004,M021,2026-01-27,午餐,8,3.3,4.7,老人主动选择,电话订餐,健康原因退餐
O000445,E0273,M003,2025-12-04,午餐,10,3.3,6.7,老人主动选择,小程序,
O000446,E0050,M016,2026-05-22,晚餐,12,6.7,5.3,食堂替换餐品,现场点餐,
O000447,E0138,M010,2026-02-04,午餐,15,6.7,8.3,家属代订,社区代办,
O000448,E0268,M023,2026-03-25,早餐,10,10.0,0.0,老人主动选择,小程序,
O000449,E0099,M017,2026-01-05,午餐,15,13.3,1.7,老人主动选择,电话订餐,
O000450,E0073,M010,2025-12-23,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O000451,E0221,M003,2025-12-19,晚餐,8,8.0,0.0,老人主动选择,小程序,
O000452,E0037,M025,2026-01-09,午餐,8,3.3,4.7,家属代订,社区代办,
O000453,E0168,M002,2026-02-10,午餐,12,6.7,5.3,家属代订,现场点餐,
O000454,E0124,M027,2026-04-23,午餐,15,6.7,8.3,老人主动选择,小程序,
O000455,E0227,M014,2025-12-27,午餐,10,3.3,6.7,老人主动选择,小程序,
O000456,E0244,M009,2026-03-17,晚餐,12,6.7,5.3,家属代订,社区代办,
O000457,E0159,M027,2025-12-18,早餐,8,8.0,0.0,家属代订,社区代办,
O000458,E0099,M017,2026-01-05,午餐,12,12.0,0.0,家属代订,电话订餐,
O000459,E0212,M004,2025-12-08,早餐,12,3.3,8.7,老人主动选择,小程序,
O000460,E0095,M028,2026-04-08,午餐,15,6.7,8.3,家属代订,电话订餐,
O000461,E0075,M026,2025-12-01,午餐,10,10.0,0.0,老人主动选择,小程序,
O000462,E0065,M029,2026-02-02,早餐,8,3.3,4.7,老人主动选择,社区代办,
O000463,E0086,M022,2026-01-31,午餐,12,12.0,0.0,家属代订,现场点餐,糖分过高
O000464,E0146,M015,2026-03-20,晚餐,12,12.0,0.0,家属代订,电话订餐,
O000465,E0295,M013,2026-05-13,午餐,15,6.7,8.3,老人主动选择,小程序,其他原因
O000466,E0047,M023,2025-12-07,早餐,12,6.7,5.3,家属代订,现场点餐,盐分过高
O000467,E0156,M019,2026-04-25,午餐,10,10.0,0.0,家属代订,小程序,
O000468,E0129,M009,2025-12-16,早餐,15,15.0,0.0,老人主动选择,小程序,
O000469,E0149,M004,2025-12-08,午餐,8,3.3,4.7,食堂替换餐品,电话订餐,
O000470,E0039,M021,2025-12-24,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O000471,E0300,M008,2026-03-08,早餐,12,12.0,0.0,家属代订,现场点餐,
O000472,E0100,M028,2026-04-09,晚餐,15,6.7,8.3,老人主动选择,现场点餐,
O000473,E0036,M015,2026-04-17,早餐,12,12.0,0.0,老人主动选择,小程序,
O000474,E0269,M014,2026-05-30,晚餐,8,8.0,0.0,家属代订,电话订餐,
O000475,E0088,M003,2026-05-28,晚餐,10,3.3,6.7,老人主动选择,电话订餐,
O000476,E0146,M024,2025-12-14,晚餐,10,10.0,0.0,老人主动选择,小程序,
O000477,E0153,M030,2025-12-22,午餐,15,13.3,1.7,食堂替换餐品,现场点餐,
O000478,E0194,M030,2026-02-04,晚餐,12,6.7,5.3,家属代订,电话订餐,
O000479,E0145,M027,2026-02-20,晚餐,15,3.3,11.7,老人主动选择,社区代办,
O000480,E0199,M017,2026-03-03,早餐,15,13.3,1.7,老人主动选择,现场点餐,
O000481,E0031,M008,2026-05-30,午餐,15,3.3,11.7,家属代订,小程序,
O000482,E0105,M014,2025-12-25,早餐,15,6.7,8.3,老人主动选择,小程序,
O000483,E0078,M013,2026-03-11,午餐,15,6.7,8.3,老人主动选择,小程序,
O000484,E0031,M015,2026-01-18,午餐,12,3.3,8.7,老人主动选择,小程序,
O000485,E0096,M011,2026-02-28,午餐,10,6.7,3.3,家属代订,电话订餐,
O000486,E0070,M027,2026-01-06,晚餐,10,6.7,3.3,老人主动选择,小程序,
O000487,E0048,M015,2026-05-26,早餐,10,10.0,0.0,家属代订,社区代办,
O000488,E0140,M012,2026-05-10,晚餐,12,6.7,5.3,家属代订,小程序,
O000489,E0220,M026,2026-04-29,早餐,12,12.0,0.0,老人主动选择,现场点餐,
O000490,E0174,M024,2026-02-08,午餐,15,3.3,11.7,老人主动选择,小程序,
O000491,E0270,M022,2026-01-02,早餐,10,3.3,6.7,老人主动选择,电话订餐,
O000492,E0168,M021,2025-12-28,午餐,15,6.7,8.3,老人主动选择,小程序,
O000493,E0152,M009,2026-02-26,晚餐,10,3.3,6.7,老人主动选择,小程序,
O000494,E0195,M022,2025-12-04,午餐,8,6.7,1.3,家属代订,电话订餐,
O000495,E0033,M015,2026-02-04,午餐,12,3.3,8.7,老人主动选择,电话订餐,
O000496,E0155,M001,2026-02-15,晚餐,8,3.3,4.7,家属代订,电话订餐,
O000497,E0278,M012,2026-03-20,早餐,10,6.7,3.3,家属代订,电话订餐,
O000498,E0264,M006,2026-01-18,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O000499,E0105,M001,2025-12-25,早餐,12,6.7,5.3,老人主动选择,现场点餐,
O000500,E0002,M022,2026-04-18,早餐,12,6.7,5.3,家属代订,现场点餐,
O000501,E0225,M019,2026-01-04,早餐,15,3.3,11.7,家属代订,小程序,
O000502,E0108,M022,2026-05-16,晚餐,8,8.0,0.0,食堂替换餐品,社区代办,
O000503,E0154,M013,2026-04-17,早餐,8,6.7,1.3,老人主动选择,社区代办,
O000504,E0236,M006,2026-02-12,晚餐,8,3.3,4.7,食堂替换餐品,现场点餐,
O000505,E0239,M017,2025-12-29,晚餐,8,6.7,1.3,老人主动选择,电话订餐,
O000506,E0169,M013,2026-04-30,午餐,12,3.3,8.7,老人主动选择,小程序,
O000507,E0293,M009,2026-01-03,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O000508,E0201,M008,2026-04-03,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O000509,E0142,M015,2026-03-21,午餐,10,3.3,6.7,家属代订,现场点餐,
O000510,E0289,M018,2026-01-01,早餐,10,3.3,6.7,老人主动选择,电话订餐,
O000511,E0148,M002,2025-12-16,午餐,8,6.7,1.3,食堂替换餐品,小程序,
O000512,E0060,M021,2026-02-06,晚餐,10,6.7,3.3,家属代订,小程序,
O000513,E0107,M026,2026-01-23,晚餐,8,6.7,1.3,食堂替换餐品,现场点餐,
O000514,E0256,M002,2026-04-03,午餐,8,8.0,0.0,老人主动选择,小程序,
O000515,E0024,M011,2026-05-05,早餐,10,6.7,3.3,家属代订,电话订餐,过于油腻
O000516,E0237,M001,2026-03-22,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O000517,E0104,M018,2026-01-29,早餐,10,6.7,3.3,老人主动选择,小程序,
O000518,E0198,M021,2026-02-16,晚餐,10,3.3,6.7,家属代订,小程序,
O000519,E0217,M027,2026-02-14,早餐,12,6.7,5.3,老人主动选择,现场点餐,
O000520,E0002,M026,2026-01-29,晚餐,8,6.7,1.3,老人主动选择,小程序,
O000521,E0120,M030,2025-12-26,晚餐,12,6.7,5.3,家属代订,小程序,
O000522,E0029,M007,2026-03-22,午餐,15,13.3,1.7,老人主动选择,现场点餐,
O000523,E0080,M021,2026-02-18,早餐,10,3.3,6.7,老人主动选择,现场点餐,
O000524,E0224,M017,2026-03-28,午餐,12,6.7,5.3,老人主动选择,现场点餐,
O000525,E0250,M016,2025-12-29,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O000526,E0241,M007,2025-12-02,午餐,10,3.3,6.7,家属代订,电话订餐,
O000527,E0059,M022,2025-12-23,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O000528,E0038,M007,2026-01-15,午餐,8,3.3,4.7,家属代订,电话订餐,
O000529,E0194,M002,2026-02-11,午餐,8,6.7,1.3,家属代订,电话订餐,
O000530,E0146,M005,2026-01-23,晚餐,12,12.0,0.0,家属代订,电话订餐,
O000531,E0118,M014,2026-02-09,午餐,10,3.3,6.7,食堂替换餐品,小程序,
O000532,E0041,M008,2026-04-04,午餐,8,3.3,4.7,老人主动选择,电话订餐,
O000533,E0230,M029,2026-02-19,午餐,8,3.3,4.7,老人主动选择,小程序,
O000534,E0089,M012,2025-12-09,晚餐,15,3.3,11.7,老人主动选择,小程序,
O000535,E0017,M007,2026-02-08,午餐,12,12.0,0.0,老人主动选择,社区代办,
O000536,E0148,M006,2026-05-21,午餐,12,6.7,5.3,老人主动选择,小程序,
O000537,E0275,M013,2026-02-22,早餐,12,6.7,5.3,家属代订,小程序,
O000538,E0076,M022,2026-02-12,晚餐,10,6.7,3.3,家属代订,小程序,
O000539,E0157,M012,2026-02-11,晚餐,15,6.7,8.3,老人主动选择,电话订餐,
O000540,E0264,M017,2025-12-12,午餐,8,3.3,4.7,老人主动选择,社区代办,
O000541,E0232,M016,2026-01-01,早餐,15,3.3,11.7,老人主动选择,现场点餐,
O000542,E0162,M001,2026-05-11,午餐,8,8.0,0.0,食堂替换餐品,现场点餐,
O000543,E0116,M007,2026-02-21,晚餐,8,3.3,4.7,食堂替换餐品,现场点餐,
O000544,E0157,M003,2026-01-02,午餐,15,6.7,8.3,老人主动选择,社区代办,
O000545,E0192,M006,2026-02-02,早餐,12,3.3,8.7,家属代订,小程序,
O000546,E0115,M028,2026-01-17,午餐,10,6.7,3.3,老人主动选择,电话订餐,健康原因退餐
O000547,E0077,M021,2025-12-16,晚餐,15,3.3,11.7,老人主动选择,小程序,
O000548,E0056,M003,2026-05-27,早餐,12,6.7,5.3,老人主动选择,小程序,
O000549,E0268,M022,2026-03-24,午餐,12,12.0,0.0,家属代订,现场点餐,
O000550,E0168,M003,2026-04-30,午餐,10,6.7,3.3,老人主动选择,电话订餐,
O000551,E0241,M008,2025-12-26,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O000552,E0168,M014,2026-01-23,午餐,12,6.7,5.3,老人主动选择,小程序,
O000553,E0174,M023,2026-05-21,午餐,10,3.3,6.7,老人主动选择,小程序,
O000554,E0160,M009,2026-01-06,早餐,12,3.3,8.7,家属代订,小程序,
O000555,E0173,M005,2025-12-09,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O000556,E0026,M028,2025-12-13,午餐,10,6.7,3.3,食堂替换餐品,电话订餐,
O000557,E0293,M015,2026-01-29,早餐,8,3.3,4.7,老人主动选择,社区代办,
O000558,E0075,M017,2026-03-16,午餐,10,10.0,0.0,老人主动选择,现场点餐,
O000559,E0254,M027,2026-04-05,午餐,12,12.0,0.0,老人主动选择,电话订餐,
O000560,E0084,M010,2026-02-18,午餐,12,3.3,8.7,老人主动选择,小程序,
O000561,E0186,M027,2026-04-07,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O000562,E0147,M008,2026-04-09,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O000563,E0081,M018,2026-01-29,午餐,12,6.7,5.3,食堂替换餐品,电话订餐,
O000564,E0261,M006,2026-03-25,午餐,12,3.3,8.7,家属代订,小程序,
O000565,E0284,M017,2026-01-12,晚餐,10,6.7,3.3,食堂替换餐品,电话订餐,
O000566,E0008,M022,2025-12-27,午餐,10,6.7,3.3,老人主动选择,小程序,
O000567,E0124,M004,2026-04-03,午餐,8,6.7,1.3,老人主动选择,社区代办,
O000568,E0126,M021,2026-04-18,早餐,15,13.3,1.7,老人主动选择,电话订餐,过于油腻
O000569,E0119,M015,2026-01-16,早餐,10,3.3,6.7,家属代订,小程序,
O000570,E0161,M010,2026-02-01,早餐,10,6.7,3.3,食堂替换餐品,小程序,过于油腻
